 ,,,,,,,,,,,,,,,,,,,,
,,DO NOT EDIT THIS PAGE ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,SPID,SALESFORCE_ACCOUNT_ID,STORE_NAME,ULTIMATE_PARENT_ID,GROUP_NAME,ACCOUNT_TYPE,ACCOUNT_CATEGORY,CUSTOMER_SUCCESS_MANAGER,FIELD_ACCOUNT_MANAGER,OWNER_NAME,STATE,TAX IMPLICATED?,RECRUITMENT METHOD,INCLUDED IN BETA? ,Added/Removed,,,,,
,306576,0014S000007mgLIQAY,Passport INFINITI of Suitland,341406,Passport Auto Group,Franchise,Franchise - Large,,Spencer Strittmatter,Sarah Wickline Jackson,MD,N,Painted Door Test,Y,,,,,,
,334514,0014S000007maBwQAI,Passport Nissan Marlow Heights,341406,Passport Auto Group,Franchise,Franchise - Large,,Spencer Strittmatter,Sarah Wickline Jackson,MD,N,Painted Door Test,Y,,,,,,
,367132,0014S000007mepgQAA,Passport Mazda,341406,Passport Auto Group,Franchise,Franchise - Large,,Spencer Strittmatter,Sarah Wickline Jackson,MD,N,Painted Door Test,Y,,,,,,
,66184,0014S000007maI9QAI,Passport Nissan of Alexandria,341406,Passport Auto Group,Franchise,Franchise - Large,,Spencer Strittmatter,Sarah Wickline Jackson,VA,N,Painted Door Test,Y,,,,,,
,336961,0014S000007mbqmQAA,MINI of Alexandria,341406,Passport Auto Group,Franchise,Franchise - Large,,Spencer Strittmatter,Sarah Wickline Jackson,VA,N,Painted Door Test,Y,,,,,,
,68061,0014S000007mcKbQAI,Passport INFINITI of Alexandria,341406,Passport Auto Group,Franchise,Franchise - Large,,Spencer Strittmatter,Sarah Wickline Jackson,VA,N,Painted Door Test,Y,,,,,,
,284188,0014S000007maq3QAA,Sherman Dodge Chrysler Jeep,284188,Sherman Dodge Chrysler Jeep,Franchise,Franchise - Large,Danielle Renino,,Sean Early,IL,N,Painted Door Test,Y,,,,,,
,443402,0014S000007mZofQAE,Rod Hatfield Used Car Factory,392496,Rod Hatfield Auto,Independent,Franchise - Large,Danielle Renino,,Sean Early,KY,N,Painted Door Test,N,Removed on 7/1,,,,,
,66064,0014S000007mifHQAQ,Wolfchase Nissan,376242,Wolfchase Honda Nissan,Franchise,Franchise - Small,Danielle Renino,,Sean Early,TN,N,Painted Door Test,N,Removed on 7/1,,,,,
,66198,0014S000007maSkQAI,Loyalty Nissan Short Pump,386070,Loyalty Auto Group,Franchise,Franchise - Large,,Gabrielle Grondin,Shannon Kelleher,VA,N,Painted Door Test,N,,,,,,
,277332,0014S000007mcmrQAA,Lupient Kia Nissan,374473,Lupient Dealerships,Franchise,Franchise - Large,,Joe Buttel,Stephanie Rowh,MN,N,Painted Door Test,Y,,,,,,
,291060,0014S000007mb7lQAA,Lupient Buick GMC,374473,Lupient Dealerships,Franchise,Franchise - Large,,Joe Buttel,Stephanie Rowh,MN,N,Painted Door Test,Y,,,,,,
,50190,0014S000007mbZNQAY,Lupient Chevrolet,374473,Lupient Dealerships,Franchise,Franchise - Large,,Joe Buttel,Stephanie Rowh,MN,N,Painted Door Test,Y,,,,,,
,67659,0014S000007mbb2QAA,Jim Lupient INFINITI,374473,Lupient Dealerships,Franchise,Franchise - Large,,Joe Buttel,Stephanie Rowh,MN,N,Painted Door Test,Y,,,,,,
,407794,0014S000007mUPtQAM,Lupient Kia Milwaukee,374473,Lupient Dealerships,Franchise,Franchise - Large,,Joe Buttel,Stephanie Rowh,WI,N,Painted Door Test,Y,,,,,,
,407791,0014S000007mUPuQAM,INFINITI Milwaukee,374473,Lupient Dealerships,Franchise,Franchise - Large,,Joe Buttel,Stephanie Rowh,WI,N,Painted Door Test,N,Removed on 7/1,,,,,
,65557,0014S000007midhQAA,McCarthy Blue Springs Hyundai,367675,McCarthy Auto Group,Franchise,Franchise - Large,Sebastian Velandia,,Thomas Silva,MO,N,Painted Door Test,Y,,,,,,
,344517,0014S000007mbWYQAY,Stephens Chrysler Jeep Dodge Ram of Bennington,344516,Stephens CDJ Group,Franchise,Franchise - Small,Emma Lyons,,Will Nadeau,VT,N,Painted Door Test,Y,,,,,,
,53877,0014S000007mhu8QAA,Harry Green Chevrolet Nissan,378550,Harry Green Chevrolet Nissan,Franchise,Franchise - Large,Julian Couture,,Yassine Rhrib,WV,N,Painted Door Test,Y,,,,,,
,306780,0014S000007mdjPQAQ,Harry Green Chrysler Dodge Jeep Ram,378550,Harry Green Chevrolet Nissan,Franchise,Franchise - Large,Julian Couture,,Yassine Rhrib,WV,N,Painted Door Test,Y,,,,,,
,303099,0014S000007mckxQAA,Fiesta Lincoln,376542,Berge Auto Group,Franchise,Franchise - Large,,Trevor Shipman,Adam Ewig,AZ,Y,Painted Door Test,N,,,,,,
,278706,0014S000007mcl0QAA,Berge Toyota,376542,Berge Auto Group,Franchise,Franchise - Large,,Trevor Shipman,Adam Ewig,AZ,Y,Painted Door Test,N,,,,,,
,55030,0014S000007mcl9QAA,Bell Ford,376542,Berge Auto Group,Franchise,Franchise - Large,,Trevor Shipman,Adam Ewig,AZ,Y,Painted Door Test,N,,,,,,
,54029,0014S000007mckyQAA,Desert Toyota of Tucson,376542,Berge Auto Group,Franchise,Franchise - Large,,Trevor Shipman,Adam Ewig,AZ,Y,Painted Door Test,N,,,,,,
,278721,0014S000007mgzGQAQ,Berge Mazda Volkswagen,376542,Berge Auto Group,Franchise,Franchise - Large,,Trevor Shipman,Adam Ewig,AZ,Y,Painted Door Test,N,,,,,,
,338166,0014S000007megRQAQ,Volvo Cars Cape Cod,368470,Premier Companies Auto Group,Franchise,Franchise - Large,,Jonathan Noller,Rebeca Cortazio,MA,Y,Painted Door Test,N,,,,,,
,285439,0014S000007mbVXQAY,Premier Cape Cod,368470,Premier Companies Auto Group,Franchise,Franchise - Large,,Jonathan Noller,Rebeca Cortazio,MA,Y,Painted Door Test,N,,,,,,
,367775,0014S000007megKQAQ,Premier Mazda,368470,Premier Companies Auto Group,Franchise,Franchise - Large,,Jonathan Noller,Rebeca Cortazio,MA,Y,Painted Door Test,N,,,,,,
